canonical_id,canonical_name,variant_name,variant_id,root,lang,meaning_en,meaning_ja,confidence,relation,reasoning,similarity_candidates
38,Entrada Fazenda Três Meninas,Entrada Fazenda Três Meninas,66,unknown,unknown,Entrance of the Three Girls Farm,三人の少女の農場の入口,0.2,different,"The unknown toponym 'Entrada Fazenda Três Meninas' does not share phonetic similarity or common roots with any of the provided candidates. The candidates mostly relate to 'rio' or 'canal', while 'Entrada Fazenda Três Meninas' suggests an entrance to a farm, with no apparent water-related root. The language and historical context are also unclear, leading to a low confidence in any relation.",8
39,Travessa Capitão Pedro Albuquerque,Travessa Capitão Pedro Albuquerque,67,unknown,por,Captain Pedro Albuquerque Street,キャプテン・ペドロ・アルブケルケ通り,0.2,different,"The toponym 'Travessa Capitão Pedro Albuquerque' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name ('Travessa' meaning 'street' or 'alley' in Portuguese) named after a person ('Capitão Pedro Albuquerque'), which is common in urban areas rather than natural geographic features. The language is clearly Portuguese, and there is no indication of historical changes or phonetic variations that would suggest a connection to other toponyms. Without any similar candidates or water-related roots, the confidence in identifying this as a different toponym is low.",0
40,Travessa Bom Jardim,Travessa Bom Jardim,68,,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Bom Jardim means 'good garden'. This toponym likely refers to a street or path named for its pleasant surroundings.",Travessaはポルトガル語で「交差点」や「小道」を意味し、Bom Jardimは「良い庭」を意味します。この地名は、おそらくその快適な環境にちなんで名付けられた通りや道を指しています。,0.2,different,"The toponym 'Travessa Bom Jardim' does not contain any known water-related roots such as 'igarape', 'rio', or 'lagoa'. It is composed of Portuguese words, indicating a non-indigenous origin. The name suggests a street or path rather than a natural water feature, which is common in urban or settled areas. Without any similar candidates to compare, and given the lack of water-related terminology, it is classified as 'different' with low confidence.",0
41,Travessa Três,Travessa Três,69,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Três means 'three'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」や「小道」を意味し、Trêsは「三」を意味します。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.2,different,"The toponym 'Travessa Três' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It is composed of Portuguese words 'Travessa' and 'Três', indicating it is likely a street or path name. Without any similar candidates or water-related roots, it is classified as 'different' with low confidence.",0
42,Travessa Sete,Travessa Sete,70,unknown,por,"Travessa Sete means 'Seventh Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Seteはポルトガル語で「第七小路」を意味し、通りや小道を示すもので、水域とは直接関係がありません。,1.0,different,"The toponym 'Travessa Sete' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It is a Portuguese term meaning 'Seventh Alley', which suggests it is a street name rather than a geographical feature related to water. Without any similar candidates or water-related roots, it is classified as 'different' with high confidence. The language is identified as Portuguese, and there is no historical or phonetic evidence to suggest a connection to water-related toponyms in the Amazon basin.",0
43,Travessa Sétima,Travessa Sétima,71,unknown,por,Seventh Alley,第七小路,0.2,different,"The toponym 'Travessa Sétima' does not contain any recognizable water-related roots such as 'igarapé', 'rio', or 'lagoa'. The term 'Travessa' typically refers to a small street or alley in Portuguese, and 'Sétima' means 'seventh'. This suggests a naming convention based on urban planning rather than geographical features. There is no indication of phonetic similarity or historical transformation related to water bodies. Therefore, it is classified as 'different' with low confidence due to the lack of water-related context.",0
44,Travessa Oito,Travessa Oito,72,,por,"Travessa Oito means 'Eighth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Oitoはポルトガル語で「第八小道」を意味し、通りや小道を示すもので、水域とは直接関係がありません。,0.9,different,"The toponym 'Travessa Oito' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It is a Portuguese term meaning 'Eighth Alley', which suggests it is more likely a street name rather than a geographical feature related to water. The absence of similar toponyms and the lack of water-related terminology indicate that it is not associated with the typical water-related names found in the Amazon basin. Therefore, it is classified as 'different' with high confidence.",0
45,Travessa Quatorze,Travessa Quatorze,73,unknown,por,"Travessa means 'cross street' or 'alley' in Portuguese, and Quatorze means 'fourteen'.",Travessaはポルトガル語で「横道」または「小道」を意味し、Quatorzeは「14」を意味します。,0.2,different,"The toponym 'Travessa Quatorze' does not contain any known water-related roots such as igarapé, rio, or lagoa. It is composed of Portuguese words 'Travessa' and 'Quatorze', meaning 'cross street' or 'alley' and 'fourteen', respectively. This suggests it is more likely an urban or residential street name rather than a geographical feature related to water. Without any similar candidates or water-related roots, it is classified as 'different' with low confidence in relation to water-related toponyms.",0
46,Travessa Quinze,Travessa Quinze,74,unknown,por,"Travessa Quinze means 'Fifteenth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Quinzeはポルトガル語で「15番目の小道」を意味し、水域とは直接関係のない通りや小道を示します。,0.1,different,"The toponym 'Travessa Quinze' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It is a Portuguese term meaning 'Fifteenth Alley', which suggests it is more likely a street name rather than a geographical feature related to water. Without any similar candidates to compare, and given its clear meaning in Portuguese, it is classified as 'different' with low confidence in relation to water-related toponyms.",0
47,Travessa Dezesseis,Travessa Dezesseis,75,unknown,por,Sixteenth Alley,16番目の小道,0.2,different,"The toponym 'Travessa Dezesseis' translates to 'Sixteenth Alley' in English, indicating it is likely a street name rather than a water-related geographical feature. The term 'Travessa' is Portuguese for 'alley' or 'side street', and 'Dezesseis' means 'sixteen'. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest a connection to any known water-related toponyms in the Amazon basin. Therefore, it is classified as 'different' with low confidence due to the lack of similar candidates for comparison.",0
48,Travessa Onze,Travessa Onze,76,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Onze means 'eleven'. It is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「横断」や「小道」を意味し、Onzeは「11」を意味します。水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.2,different,"The toponym 'Travessa Onze' does not contain any known water-related roots such as 'igarape', 'rio', or 'lagoa'. It is composed of Portuguese words 'Travessa' and 'Onze', indicating it is likely a street or path name. There are no similar candidates to compare, and it does not fit the typical patterns of Amazonian water-related toponyms. The language is clearly Portuguese, and there is no historical or phonetic evidence suggesting a connection to water-related terms.",0
49,Travessa Doze,Travessa Doze,77,unknown,por,Twelfth Alley,12番目の小道,0.2,different,"The unknown toponym 'Travessa Doze' translates to 'Twelfth Alley' in Portuguese, similar to the provided candidates 'Travessa Dezesseis' (Sixteenth Alley) and 'Travessa Quinze' (Fifteenth Alley). These names are ordinal numbers indicating streets or paths, not directly related to water bodies. The language system is Portuguese, and there is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The phonetic similarity is low, and there is no historical or geographical evidence suggesting these are variations of the same name. Therefore, 'Travessa Doze' is considered different from the candidates.",2
50,Travessa Segunda,Travessa Segunda,78,unknown,por,Second Crossroad,第二横道,0.2,different,"1. 音韻的類似性の検討：'Travessa Segunda'はポルトガル語であり、音韻的に水関連の語根（igarapé, rio, lagoa等）とは関連が見られない。
2. 語根・語幹の共通性：'Travessa'はポルトガル語で'横道'を意味し、水関連の語根とは無関係。
3. 地理的妥当性：アマゾン流域においても、'Travessa Segunda'は一般的な地名であり、水関連の地名としての妥当性は低い。
4. 言語系統の識別：ポルトガル語に属し、トゥピ語系やアラワク語との混在は見られない。
5. 歴史的変遷の可能性：植民地時代の地名変遷においても、特に水関連の地名としての変遷は確認できない。",0
51,Travessa Quinta,Travessa Quinta,79,unknown,por,"Travessa Quinta means 'Fifth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Quintaはポルトガル語で「第五小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.2,different,"The unknown toponym 'Travessa Quinta' translates to 'Fifth Alley' in Portuguese, similar to 'Travessa Quinze' ('Fifteenth Alley') and 'Travessa Dezesseis' ('Sixteenth Alley'). These names indicate streets or paths rather than water-related features, and there is no indication of a water-related root such as 'igarape', 'rio', or 'lagoa'. The phonetic similarity is low, and the numerical sequence suggests they are different entities. The language is clearly Portuguese, and there is no historical or geographical evidence linking them as variants of the same name.",2
52,Travessa Dois A,Travessa Dois A,80,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Dois A likely refers to a specific designation or numbering, such as 'Two A'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」または「小道」を意味し、Dois Aは「2番A」のような特定の指定または番号を指す可能性があります。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.2,different,音韻的類似性は低く、語根・語幹の共通性も見られません。Travessa Dois AとTravessa Trêsはどちらもポルトガル語であり、地理的にはアマゾン流域の地名としての妥当性はありますが、水関連語根は含まれていません。歴史的変遷の可能性も低く、単なる通り名のバリエーションと考えられます。,1
41,Travessa Três,Travessa Três A,81,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Três means 'three'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」または「小道」を意味し、Trêsは「三」を意味します。これは水関連の地名ではなく、通りや道の名前である可能性が高いです。,0.9,same,"The unknown toponym 'Travessa Três A' is highly similar to the candidate 'Travessa Três'. The primary difference is the addition of 'A', which could denote a specific section or variant of the street or path. Both names share the same root words 'Travessa' and 'Três', indicating a strong phonetic and semantic similarity. The language is clearly Portuguese, and there is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. Given the context and naming conventions, this is likely a street name rather than a water-related feature, and the confidence in this assessment is high.",1
53,Travessa Quatro A,Travessa Quatro A,82,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Quatro A likely refers to a specific designation or numbering, such as 'four A'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差」または「小道」を意味し、Quatro Aは「4A」のような特定の指定または番号を指す可能性があります。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.25,different,Travessa Quatro Aは、ポルトガル語の地名であり、'Travessa'は交差や小道を意味します。'Quatro A'は特定の番号や指定を示している可能性があります。類似候補のTravessa TrêsやTravessa Quatorzeも同様に、数字を含む通り名であり、水関連の語根は含まれていません。音韻的類似性は低く、地理的妥当性もアマゾン流域の水関連地名としては低いです。したがって、これらは異なる地名と判断されます。,2
54,Travessa 20,Travessa 20,83,unknown,unknown,The term 'Travessa' typically refers to a small street or alleyway in Portuguese.,「Travessa」は通常、ポルトガル語で小道や路地を指します。,0.1,different,"The toponym 'Travessa 20' does not contain any recognizable water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name rather than a geographical feature related to water. The term 'Travessa' is Portuguese, indicating a small street or alleyway, which is common in urban naming conventions rather than natural features. Without any similar candidates or water-related roots, it is classified as 'different' with low confidence in relation to water-related toponyms.",0
55,Travessa Marquês do Pombal,Travessa Marquês do Pombal,84,unknown,por,"Travessa Marquês do Pombal refers to a street or path named after the Marquis of Pombal, a prominent Portuguese statesman in the 18th century.",Travessa Marquês do Pombalは、18世紀の著名なポルトガルの政治家であるポンバル侯爵にちなんで名付けられた通りまたは小道を指します。,0.2,different,"The toponym 'Travessa Marquês do Pombal' does not contain any water-related roots such as 'igarape', 'rio', or 'lagoa'. It is a Portuguese name, likely referring to a street or path named after a historical figure, the Marquis of Pombal. There is no indication of phonetic similarity or shared roots with typical Amazonian water-related toponyms. The lack of similar candidates further supports the conclusion that this is a distinct toponym unrelated to water features.",0
56,Travessa Félix Roque,Travessa Félix Roque,85,unknown,unknown,"The name 'Travessa Félix Roque' does not contain any recognizable water-related root or element. It appears to be a street name, with 'Travessa' indicating a type of street or alley in Portuguese, and 'Félix Roque' likely being a personal name.",「Travessa Félix Roque」という名前には、水関連の語根や要素は含まれていないようです。これは通りの名前であり、ポルトガル語で「Travessa」は通りや小路を示し、「Félix Roque」はおそらく人名です。,0.1,different,"The toponym 'Travessa Félix Roque' does not exhibit any phonetic or morphological characteristics typical of water-related names in the Amazon basin, such as 'igarapé', 'rio', or 'lagoa'. The term 'Travessa' is a common Portuguese word for a type of street, and 'Félix Roque' appears to be a personal name, suggesting no direct connection to water features. Without any similar candidates for comparison, and lacking water-related roots, the confidence in identifying this as a water-related toponym is very low.",0
57,Travessa Campos Sales,Travessa Campos Sales,86,unknown,por,"Travessa Campos Sales is likely a street name, with 'Travessa' meaning a small street or alley in Portuguese. 'Campos Sales' could be a reference to a person's name, possibly a historical figure or local notable.",Travessa Campos Salesはおそらく通りの名前で、「Travessa」はポルトガル語で小道や路地を意味します。「Campos Sales」は人名を指している可能性があり、歴史上の人物や地元の著名人かもしれません。,0.2,different,"The toponym 'Travessa Campos Sales' does not contain any recognizable water-related roots such as 'igarape', 'rio', or 'lagoa'. It appears to be a street name rather than a geographical feature related to water. The language is identified as Portuguese, and the name likely refers to a person, possibly a historical figure, which is common in Brazilian street naming conventions. Without any similar candidates or water-related roots, the relation is determined as 'different' with low confidence.",0
58,Travessa Padre Eutíquio,Travessa Padre Eutíquio,87,unknown,por,Street named after Father Eutíquio,神父エウティキオにちなんだ通り,0.2,different,"The toponym 'Travessa Padre Eutíquio' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name ('Travessa' meaning 'alley' or 'cross street' in Portuguese) named after a person, likely a religious figure ('Padre' meaning 'Father' in Portuguese). The name does not suggest any geographical or hydrological features typical of the Amazon basin. The language is clearly Portuguese, and there is no indication of historical changes related to colonial toponymy. Therefore, it is classified as 'different' with a low confidence due to the lack of similar candidates for comparison.",0
59,Travessa Sete de Setembro,Travessa Sete de Setembro,88,unknown,por,Seventh of September Alley,9月7日横丁,0.2,different,1. 音韻的類似性: 'Sete de Setembro' と 'Dezesseis' は音韻的に類似していない。2. 語根・語幹の共通性: 両者ともにポルトガル語の数詞を含むが、共通の語根はない。3. 地理的妥当性: アマゾン流域における一般的な地名の形式であるが、特定の水関連語根は含まれていない。4. 言語系統: 両者ともポルトガル語に属する。5. 歴史的変遷: 歴史的な変遷の影響は見られない。これらの要因から、両者は異なる地名であると判断される。,1
60,Travessa Vinte e Quatro,Travessa Vinte e Quatro,89,unknown,por,Street Twenty-Four,24番通り,0.2,different,"The toponym 'Travessa Vinte e Quatro' translates to 'Street Twenty-Four' in English, indicating it is a street name rather than a water-related geographical feature. There are no water-related roots such as 'igarape', 'rio', or 'lagoa' present in this name. The language is clearly Portuguese, as indicated by the use of 'Travessa' (meaning 'street' or 'alley') and the Portuguese words for 'twenty-four'. Without any similar candidates to compare, and given the lack of water-related terminology, the confidence in determining this as a water-related toponym is low. Therefore, it is classified as 'different' with respect to typical water-related toponyms in the Amazon region.",0
44,Travessa Oito,Travessa Oitava,90,unknown,por,"Travessa Oito means 'Eighth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Oitoはポルトガル語で「第八小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.85,same,"Travessa Oitava and Travessa Oito both refer to an 'eighth alley' in Portuguese, with 'oitava' being the feminine form and 'oito' being the masculine form. This suggests a strong phonetic and semantic similarity, indicating they are likely the same toponym with a gender-based variation. There is no direct relation to water bodies, and the language is clearly Portuguese. The high confidence is due to the direct translation and common usage in street naming conventions.",3
61,Travessa Primeira,Travessa Primeira,91,unknown,por,First Crossroad,第一の交差点,0.2,different,"1. 音韻的類似性: 'Travessa Primeira' と 'Travessa Segunda' は、音韻的には類似していない。'Primeira' と 'Segunda' は異なる序数詞であり、音韻的な共通性はない。
2. 語根・語幹の共通性: 両者はポルトガル語の序数詞を含むが、語根としての共通性はない。
3. 地理的妥当性: 'Travessa' は一般的に都市部の小道や交差点を指すため、アマゾン流域の水関連地名とは関係がない。
4. 言語系統の識別: 両者ともポルトガル語に属する。
5. 歴史的変遷の可能性: 植民地時代の地名変遷に関する情報はない。水関連語根も含まれていないため、歴史的変遷の影響は考えにくい。",1
43,Travessa Sétima,Travessa Setíma,92,unknown,por,Seventh Alley,第七小路,0.9,same,"1. 音韻的類似性: 'Setíma'と'Sétima'は、アクセントの位置が異なるだけで、音韻的には非常に類似している。ポルトガル語ではアクセントの位置が異なる場合でも、同じ単語として認識されることがある。
2. 語根・語幹の共通性: 両者ともに'七番目'を意味するポルトガル語の'Sétima'に由来しており、語幹は完全に一致している。
3. 地理的妥当性: 'Travessa'は一般的に都市部の小路を指すため、アマゾン流域の地名としても妥当である。
4. 言語系統の識別: 両者ともポルトガル語に属する。
5. 歴史的変遷の可能性: 植民地時代からの地名変遷の影響は見られない。",1
53,Travessa Quatro A,Travessa Quarta,93,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Quarta means 'fourth'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」や「小道」を意味し、Quartaは「第四」を意味します。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.6,similar,"Travessa Quarta and Travessa Quatro A both refer to a crossing or alley with a numerical designation related to 'four'. The difference lies in the ordinal (Quarta) versus cardinal (Quatro) form, which suggests a similar naming convention but not identical. The lack of water-related roots and the consistent use of Portuguese language elements indicate a similar but distinct toponym.",5
62,Travessa Cinco,Travessa Cinco,94,unknown,por,"Travessa Cinco means 'Fifth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Cincoはポルトガル語で「第五小路」を意味し、通りや小道を示します。水関連の地名ではありません。,0.9,different,"Travessa Cinco, like the other candidates, refers to a street or alley, indicated by 'Travessa' which means 'crossing' or 'alley' in Portuguese. The number 'Cinco' means 'five', similar to the other candidates which are also numbered alleys. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence suggesting a connection to water-related toponyms. Therefore, it is classified as different from the candidates, which are also non-water-related street names.",4
63,Travessa Cinco Bairro Novo,Travessa Cinco Bairro Novo,95,unknown,por,"Travessa Cinco Bairro Novo means 'Fifth Alley New Neighborhood' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Cinco Bairro Novoはポルトガル語で「第五小路 新しい地区」を意味し、水域とは直接関係がありません。,0.2,different,"The unknown toponym 'Travessa Cinco Bairro Novo' translates to 'Fifth Alley New Neighborhood' in Portuguese, which suggests it is a street name rather than a water-related feature. The candidates 'Travessa Quinta', 'Rua Lagoa (Rua do Lago Novo)', and 'Rua Lagoa (Rua Lago Novo)' do not share phonetic similarity or water-related roots with the unknown toponym. 'Travessa Quinta' is also a street name, but it refers to 'Fifth Alley', which is different from 'Cinco' (five) in Portuguese. The other candidates are related to 'lagoa' (lake), which is not present in the unknown toponym. Therefore, the relation is determined to be 'different' with low confidence due to lack of direct phonetic or semantic connection.",3
64,Travessa Dez,Travessa Dez,96,unknown,por,"Travessa Dez means 'Tenth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Dezはポルトガル語で「第十小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.9,different,"The toponym 'Travessa Dez' translates to 'Tenth Alley' in Portuguese, similar to the other candidates which are also numbered alleys. These names are part of a naming convention for streets or paths, not related to water bodies, which is common in urban settings. The language is clearly Portuguese, and there is no indication of a water-related root such as 'igarapé', 'rio', or 'lagoa'. The similarity in naming convention (numbered alleys) suggests a systematic urban naming rather than a geographical or hydrological feature. Therefore, 'Travessa Dez' is different from the other candidates, which are also numbered but distinct alleys.",4
65,Travessa Décima Segunda,Travessa Décima Segunda,97,unknown,por,Twelfth Crossroad,第十二横道,0.9,different,"The unknown toponym 'Travessa Décima Segunda' translates to 'Twelfth Crossroad' in Portuguese, indicating a street or path. It does not share a common root with any of the provided candidates, which are also street names but with different ordinal numbers. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same name. Therefore, it is classified as 'different' from the candidates.",3
44,Travessa Oito,Travessa OItava,98,unknown,por,"Travessa Oito means 'Eighth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Oitoはポルトガル語で「第八小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.85,same,"The unknown toponym 'Travessa OItava' is phonetically similar to 'Travessa Oito', with 'Oitava' being a variant form of 'Oito'. Both refer to the 'Eighth Alley' in Portuguese, indicating a street or path. The confidence level is high due to the phonetic similarity and the fact that both terms are used interchangeably in some contexts. There is no indication of a water-related root, and the language is clearly Portuguese. The historical and geographical context does not suggest any significant deviation from this interpretation.",5
66,Travessa Sexta,Travessa Sexta,99,unknown,por,"Travessa Sexta means 'Sixth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Sextaはポルトガル語で「第六小路」を意味し、通りや小道を示すもので、水関連の地名ではありません。,0.9,different,"The unknown toponym 'Travessa Sexta' translates to 'Sixth Alley' in Portuguese, similar to the other candidates which are also street names (e.g., 'Fifth Alley', 'Sixteenth Alley'). These names are not related to water bodies, and there is no indication of a water-related root such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and the naming convention follows a numerical sequence for streets or paths, which is common in urban planning. Therefore, 'Travessa Sexta' is considered different from the candidates as it represents a distinct numerical designation.",4
67,Travessa Nove,Travessa Nove,100,unknown,por,"Travessa Nove means 'Ninth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Noveはポルトガル語で「第九小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.9,different,"The unknown toponym 'Travessa Nove' translates to 'Ninth Alley' in Portuguese, similar to the other candidates which are also numbered alleys. However, there is no direct phonetic or semantic link to water-related roots such as 'igarapé', 'rio', or 'lagoa'. The candidates are all part of a naming convention for streets or paths, not water bodies, and thus are considered different in terms of toponymic relation. The language is clearly Portuguese, and the context suggests urban or suburban street naming rather than geographical water features.",5
68,Travessa Vinte e Dois,Travessa Vinte e Dois,101,unknown,por,Street Twenty-Two,通り二十二,0.2,different,"1. 音韻的類似性: 'Vinte e Dois' と 'Vinte e Quatro' は数字部分が異なるため、音韻的に異なる。
2. 語根・語幹の共通性: 'Travessa' は共通しているが、これは一般的な通りを示す語であり、地名としての固有性はない。
3. 地理的妥当性: アマゾン流域の地名としての特異性はなく、一般的な通り名である。
4. 言語系統: ポルトガル語であり、特にトゥピ語系や水関連語根との関連性は見られない。
5. 歴史的変遷: 植民地時代の表記変化の影響は見られない。",1
69,Travessa Dezenove,Travessa Dezenove,102,unknown,por,Nineteenth Alley,19番目の小道,0.2,different,"The unknown toponym 'Travessa Dezenove' translates to 'Nineteenth Alley' in Portuguese, indicating a street or path. The candidates 'Travessa Dezesseis' and 'Travessa Oito' translate to 'Sixteenth Alley' and 'Eighth Alley' respectively. These are ordinal numbers used for naming streets, which is a common practice in urban areas. There is no phonetic similarity or shared water-related root with the candidates. The language system is consistent as all are in Portuguese, but the lack of a water-related root and the ordinal nature of the names suggest they are different entities. The confidence is low due to the absence of any significant phonetic or semantic overlap.",2
70,Travessa Dezessete,Travessa Dezessete,103,unknown,por,Seventeenth Alley,第十七横丁,0.9,different,"The unknown toponym 'Travessa Dezessete' translates to 'Seventeenth Alley' in Portuguese, indicating a street or path rather than a water-related feature. The similar candidates are also numbered alleys (e.g., 'Sixteenth Alley', 'Fifteenth Alley'), which suggests a pattern of naming streets or paths rather than water bodies. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym. Therefore, 'Travessa Dezessete' is considered different from the candidates listed.",4
71,Travessa Major Joaquim Távora,Travessa Major Joaquim Távora,104,unknown,por,Travessa (cross street) named after Major Joaquim Távora,メジャー・ジョアキン・タヴォラにちなんで名付けられたトラヴェッサ（横道）,0.2,different,"The toponym 'Travessa Major Joaquim Távora' does not contain any known water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name ('Travessa' meaning cross street in Portuguese) named after a person, Major Joaquim Távora, which is common in urban areas rather than natural geographic features. The language is clearly Portuguese, and there is no indication of historical or phonetic variation that would suggest a connection to other known toponyms in the Amazon basin. Therefore, it is classified as 'different' with a low confidence due to the lack of similar candidates for comparison.",0
72,Travessa Agostinho Cardoso da Silva,Travessa Agostinho Cardoso da Silva,105,unknown,por,"Travessa refers to a small street or alley, and Agostinho Cardoso da Silva is likely a personal name.",Travessaは小道や路地を指し、Agostinho Cardoso da Silvaはおそらく人名です。,0.2,different,"The toponym 'Travessa Agostinho Cardoso da Silva' does not contain any recognizable water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name, with 'Travessa' indicating a small street or alley, and the rest likely being a personal name. There are no similar candidates provided for comparison, and the structure of the name suggests it is not related to geographical water features typical of the Amazon basin. The language is identified as Portuguese, and there is no indication of historical changes or phonetic variations that would link it to known water-related toponyms.",0
73,Travessa Izabel de Araújo e Silva,Travessa Izabel de Araújo e Silva,106,unknown,por,Travessa (Alley) named after Izabel de Araújo e Silva,イザベル・デ・アラウージョ・エ・シルヴァにちなんだ小道,0.1,different,"The toponym 'Travessa Izabel de Araújo e Silva' does not contain any recognizable water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name ('Travessa' meaning 'alley' in Portuguese) named after a person, likely of Portuguese origin. There are no similar toponyms provided for comparison, and the name does not exhibit characteristics typical of indigenous or mixed-language toponyms in the Amazon region. Therefore, it is classified as 'different' with a low confidence due to the lack of comparative data.",0
74,Travessa José Joaquim da Silva Júnior,Travessa José Joaquim da Silva Júnior,107,unknown,por,"Travessa refers to a small street or alley, and José Joaquim da Silva Júnior is likely a personal name.",Travessaは小道や路地を指し、José Joaquim da Silva Júniorはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa José Joaquim da Silva Júnior' and the candidates 'Travessa Agostinho Cardoso da Silva' and 'Travessa Major Joaquim Távora' share the common element 'Travessa', indicating they are all small streets or alleys. However, the personal names differ significantly, and there is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym. Therefore, they are considered different.",2
75,Travessa Frutuoso Guimarães,Travessa Frutuoso Guimarães,108,unknown,por,"Travessa refers to a small street or alley, and Frutuoso Guimarães is likely a personal name.",Travessaは小道や路地を指し、Frutuoso Guimarãesはおそらく人名です。,0.2,different,"The toponym 'Travessa Frutuoso Guimarães' does not contain any recognizable water-related roots such as 'igarapé', 'rio', or 'lagoa'. It appears to be a street name, with 'Travessa' indicating a small street or alley in Portuguese, and 'Frutuoso Guimarães' likely being a personal name. There is no indication of a historical or phonetic connection to any known water-related toponyms in the Amazon basin. The language is identified as Portuguese, and there is no evidence of a historical name change or phonetic variation that would suggest a connection to a water-related feature.",0
76,Travessa Oriental do Mercado,Travessa Oriental do Mercado,109,unknown,por,"Travessa Oriental do Mercado likely refers to a street or path named 'Oriental of the Market', possibly indicating a location near a market with an eastern orientation.",Travessa Oriental do Mercadoは「市場の東側」を意味し、市場の近くに位置する東側の通りや小道を指す可能性があります。,0.2,different,"The unknown toponym 'Travessa Oriental do Mercado' does not share phonetic similarity or a common root with any of the provided candidates. The candidates primarily involve water-related roots like 'rio' and 'paraná', which are absent in the unknown toponym. Additionally, the unknown toponym appears to be a straightforward Portuguese street name without historical or phonetic ties to the candidates, which are either named after rivers or prominent figures. Therefore, it is classified as 'different' with a low confidence level due to the lack of direct connections.",6
77,Travessa Alenquer,Travessa Alenquer,110,unknown,por,Alley named after Alenquer,アレンケールにちなんだ小道,0.1,different,"The unknown toponym 'Travessa Alenquer' does not share phonetic similarity or root commonality with the candidates 'Travessa Sétima'. The candidates refer to 'Seventh Alley', which is a numerical designation, while 'Alenquer' appears to be a proper noun, possibly a place name or a surname. There is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is Portuguese, and there is no historical or geographical evidence linking these names within the Amazon basin context.",2
